lat,lon,flood_height,elevation,precipitation,in_zone,hazard_code,hazard_level,proximity_m
14.470248,120.988937,3.0,8.55681800842,6.0,True,1,Low (0–0.5m),0.0
14.53675,121.020714,3.0,13.4986066818,7.0,True,2,Medium (>0.5–1.5m),0.0
14.541901,121.019691,3.0,13.6569252014,7.0,True,2,Medium (>0.5–1.5m),0.0
14.632888,120.994865,3.0,15.5513143539,8.0,False,1,Low (0–0.5m),8.964375564372315
14.652704,121.054092,3.0,52.8417816162,9.0,True,2,Medium (>0.5–1.5m),0.0
14.567943,121.078117,3.0,8.09882164001,10.0,True,1,Low (0–0.5m),0.0
14.633687,121.122528,3.0,19.9367580414,15.0,False,2,Medium (>0.5–1.5m),302.6795622883991
14.633604,121.121582,3.0,18.789686203,15.0,False,2,Medium (>0.5–1.5m),256.1394169924573
14.632971,121.122574,3.0,20.3677806854,15.0,False,2,Medium (>0.5–1.5m),374.14245254852807
14.638856,121.070107,3.0,52.7103919983,10.0,True,1,Low (0–0.5m),0.0
14.639023,121.068588,3.0,53.1819076538,10.0,False,1,Low (0–0.5m),8.000463645164768
14.71182,121.049469,3.0,42.6049728394,12.0,False,1,Low (0–0.5m),29.77878784911796
14.630095,121.101768,3.0,13.3310537338,13.0,True,2,Medium (>0.5–1.5m),0.0
14.583038,121.086823,3.0,9.51210594177,11.0,True,2,Medium (>0.5–1.5m),0.0
